feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
0.0,-0.13826430117118466,0.0,1.5230298564080254,-0.0,-0.0,1.5792128155073915,0.7674347291529088,-0.0,0.5425600435859647,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.2916937497932768,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-1.9596701238797756,-0.0,0.0,0.0,0.0,-0.0,-0.3011036955892888,-0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.3092123758512146,0.0,0.0,-0.47917423784528995,-0.0,-0.0,-0.0,0.0,1.356240028570823,-0.0,0.0,0.36163602504763415,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.8219025043752238,0.0,-0.0,0.0,-0.0,-0.0,0.3571125715117464,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.0,-1.4635149481321186,0.0,0.0,0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.8861859012105302,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-1.168678037619532,0.0,0.0,0.7910319470430469,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.5662977296027719,0.09965136508764122,-0.0,-0.0,0.06856297480602733,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.2308643164339552,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.29698467323318606
0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.7537361643574896,-0.0,-0.0,-0.0,0.0,0.27669079933001905,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-1.0708924980611123,0.4824724152431853,-0.0,0.0,0.47323762457354485,-0.0,-0.0,-1.5148472246858646,-0.0,0.8563987943234723,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.5137859509122088,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.7589692204932674,-0.7728252145375718,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.088950596967366,0.06428001909546277,-0.0,-0.0,0.0,-0.0,0.21645858958197486,0.0,-0.0,0.0,0.6339190223180112,-0.0,0.0,-0.661786464768388,0.0,-0.0,-0.0,0.5049872789804571,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,0.9178619470547761,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.7746340534293368,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6324113039316352,-0.0,-0.0,0.13074057728609134,0.0,-0.0,0.0,0.010233061019587049,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.6226995198205938,-0.0,-0.0,-0.5893647569442115,0.0,0.0,-0.0,0.0,0.0,0.0,0.6296288419236122
-0.8289950109220723,-0.0,0.7472936051232618,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.09877685198719,0.0,0.0,1.305478807154329,0.0,0.0,-0.0,0.3241663524884421,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.8254971967925115,-0.0,0.0,-0.0,-0.8222203955664315,0.2436872114919123,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.718444221252436,-0.0
0.3109075655980046,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.5327389130025777,-0.0,0.40171172209894146,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8723206367206782,0.0,0.0,-0.8082982853551515,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.898414671348358,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
-0.0,-0.0,0.0,0.0,-0.0,0.6228499323474987,-0.0,-0.0,0.0,0.514438834058749,0.0,-0.0,-0.0,1.277676821898509,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.9715709509543554,0.6453759495851475,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.05554769889661878,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.36659824609684827,-0.0,-0.0,-0.0
-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.035242322419374,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.275051697151644,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,3.0788808084552377,0.0,-0.0,-0.0,-0.0,0.0,-0.7563507452843033,-1.4222537095976742,-0.0,-1.081548003614395,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-1.0372461543264564,-0.0,-0.0,-0.0
0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.04852162794482699,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.751387123371789,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.06607979864731657,-0.0,-0.6518361078021592,0.0,-0.0,-0.0,1.0062928092144405,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.2030453860429927,0.0,-0.0
0.08658978747289992,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-2.211135309007885,0.0,0.0,-1.4785862457798415,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
0.0,-0.0,0.0,0.0,0.41343490322370086,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,2.4457519796168263,0.0,0.0,0.0,0.0,0.0,-0.0,0.4714683571359957,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-1.0121043752601675,-0.0,0.0,0.0,-0.0,-1.295078772063616,-0.0,0.0,-0.0,-1.5031429531181062,-0.24574306408594432,-0.2727235697476705,-0.0,-0.0,-0.0,0.0
0.0,0.0,-0.0,-0.0,2.5733598032498604,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.03275327021599839,-0.543424771133765,-0.0,0.10643022769189683,-0.0,1.5039929885826886,-2.650969808393012,0.0,0.0,-0.0,-0.34268759408034877,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.159329803364248,-1.0810633275998973,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,1.0490092258368893,-0.0,-0.0,-1.5566291735239037,0.0,-1.280429352496283,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.36361221221385587,-0.0,0.3078017688920592,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.9826909839455139,0.0,0.0,-0.0,-0.0,-0.6248185776956788,0.0,0.0,-0.7257438131534656,0.18676676447707832,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,0.0,-0.0,2.632382064837391,0.0,0.1848361236948739,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.8124485579969287,0.7077519354554754,-0.0,0.0,0.0,0.0,-0.0,-0.7271371758248686,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.19655477651157463,0.0,-1.485560373036972,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.36283856043965906,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.5505004928140769,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.4714155563864041,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.38770155993598415,0.0,0.0,0.0,0.0,-0.1769472274940494,-0.7982972445384537,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.35929209078705954,0.0,0.0,0.0,0.0,0.0,1.1692955904456728,1.3821589910375272,0.0,-0.16711808031685435,0.0,0.0,-0.0
0.0,-0.3933388123273607,0.0,1.2784518626072987,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.19408999289830758,1.073631749859772,-0.0,0.0,-0.0,1.1950466289248425,-0.0,-0.0,0.37721187506452086,1.5655240292343404,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-1.0212328171307132,0.0,0.0,-0.0,-0.0,0.8724573282801447,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,0.3520553965142968,-0.0,0.0,-0.0,1.1172958315881276,0.34272534637770413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.6810516574748808,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.8773622905756714,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.5725827813561586
0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.3173940656343257,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,2.1422703586118637,1.7275431701007113,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.22445181855997204,0.0,0.0,-0.0,1.0786808334312956,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
